Albrechts;98529;3681;Thüringen
Albrechtshof;17291;39862;Brandenburg
Albsfelde;23909;4541;Schlewig-Holstein
Albstadt;72458;7432;Baden-Württemberg
Albstadt;72459;7432;Baden-Württemberg
Albstadt;72461;7432;Baden-Württemberg
Aldenhoven;52457;2464;Nordrhein-Westfalen
Aldersbach;94501;8543;Bayern
Aldingen;78554;7424;Baden-Württemberg
Alerheim;86733;9085;Bayern
Alesheim;91793;9146;Bayern
Aletshausen;86480;8282;Bayern
Alf;56859;6542;Rheinland-Pfalz
Alfdorf;73553;7172;Baden-Württemberg
Alfeld;31061;5181;Niedersachsen
Alfeld;91236;9157;Bayern
Alfhausen;49594;5464;Niedersachsen
Alflen;56828;2678;Rheinland-Pfalz
Alfstedt;27432;4765;Niedersachsen
Alfter;53347;228;Nordrhein-Westfalen
Algenstedt;39638;3907;Sachsen-Anhalt
Algermissen;31191;5126;Niedersachsen
Algertshausen;86926;;Bayern
Algesbüttel;38551;5373;Niedersachsen
Algishofen;73453;7975;Baden-Württemberg
Alheim;36211;5664;Hessen
Alikendorf;39398;39408;Sachsen-Anhalt
Alken;56332;2605;Rheinland-Pfalz
Alkersleben;99310;36200;Thüringen
Alkersum;25938;4681;Schlewig-Holstein
Allenbach;55758;6786;Rheinland-Pfalz
Allendorf;7426;36730;Thüringen
Allendorf;35108;6407;Hessen
Allendorf;35469;6452;Hessen
Allendorf;56370;6486;Rheinland-Pfalz
Allenfeld;55595;6756;Rheinland-Pfalz
Allensbach;78476;7533;Baden-Württemberg
Alleringersleben;39343;39400;Sachsen-Anhalt
Allersberg;90584;9176;Bayern
Allersdorf;98701;36781;Thüringen
Allershausen;85391;8166;Bayern
Alleshausen;88422;7374;Baden-Württemberg
Alling;82239;8141;Bayern
Allmannshofen;86695;8273;Bayern
Allmannsweiler;88348;7582;Baden-Württemberg
Allmendingen;89604;7391;Baden-Württemberg
Allmenhausen;99713;36020;Thüringen
Allmersbach;71573;7191;Baden-Württemberg
Allmosen;1983;35753;Brandenburg
Allrode;6507;39487;Sachsen-Anhalt
Allstedt;6542;34652;Sachsen-Anhalt
Almdorf;25821;4671;Schlewig-Holstein
Almersbach;57610;2681;Rheinland-Pfalz
Almosmühle;93449;9975;Bayern
Almstedt;31079;5060;Niedersachsen
Alpen;46519;2802;Nordrhein-Westfalen
Alpenrod;57642;2662;Rheinland-Pfalz
Alperstedt;99195;36204;Thüringen
Alpirsbach;72275;7444;Baden-Württemberg
Alsau;53547;2638;Rheinland-Pfalz
Alsbach;56237;2601;Rheinland-Pfalz
Alsbach-Hähnlein;64665;6257;Hessen
Alsdorf;52477;2404;Nordrhein-Westfalen
Alsdorf;54668;6568;Rheinland-Pfalz
Alsdorf;57518;2741;Rheinland-Pfalz
Alsenz;67821;6362;Rheinland-Pfalz
Alsfeld;36304;6631;Hessen
Alsheim;67577;6249;Rheinland-Pfalz
Alsleben;6425;34692;Sachsen-Anhalt
Alt Bennebek;24848;4624;Schlewig-Holstein
Alt Bork;14822;33845;Brandenburg
Alt Brieselang;14656;33232;Brandenburg
Alt Bukow;18233;38294;Mecklenburg-Vorpommern
Alt Duvenstedt;24791;4338;Schlewig-Holstein
Alt Golm;15526;33631;Brandenburg
Alt Jabel;19303;38759;Mecklenburg-Vorpommern
Alt Karin;18236;38297;Mecklenburg-Vorpommern
Alt Kätwin;18299;38459;Mecklenburg-Vorpommern
Alt Krenzlin;19288;38751;Mecklenburg-Vorpommern
Alt Krüssow;16928;3395;Brandenburg
Alt Lanschvitz;18581;38301;Mecklenburg-Vorpommern
Alt Lutterow;16837;33923;Brandenburg
Alt Madlitz;15518;33607;Brandenburg
Alt Mahlisch;15306;33602;Brandenburg
Alt Meteln;19069;3867;Mecklenburg-Vorpommern
Alt Mölln;23881;4542;Schlewig-Holstein
Alt Necheln;19412;38483;Mecklenburg-Vorpommern
Alt Poorstorf;23992;38429;Mecklenburg-Vorpommern
Alt Rehse;17217;3962;Mecklenburg-Vorpommern
Alt Ruppin;16827;3391;Brandenburg
Alt Schönau;17192;39934;Mecklenburg-Vorpommern
Alt Schwerin;17214;39932;Mecklenburg-Vorpommern
Alt Stahnsdorf;15859;33678;Brandenburg
Alt Tellin;17129;39991;Mecklenburg-Vorpommern
Alt Tucheband;15328;33472;Brandenburg
Alt Zachun;19230;38859;Mecklenburg-Vorpommern
Alt Zauche;15913;3546;Brandenburg
Altbach;73776;7153;Baden-Württemberg
Altbarnim;15320;33474;Brandenburg
Altbrand;76726;7274;Rheinland-Pfalz
Altbrandsleben;39387;39407;Sachsen-Anhalt
Altdöbern;3229;35434;Brandenburg
Altdorf;67482;6327;Rheinland-Pfalz
Altdorf;71155;7031;Baden-Württemberg
Altdorf;72655;7127;Baden-Württemberg
Altdorf;84032;8704;Bayern
Altdorf;90518;9187;Bayern
Altefähr;18573;38306;Mecklenburg-Vorpommern
Alteglofsheim;93087;9453;Bayern
Altena;58762;2352;Nordrhein-Westfalen
Altenahr;53505;2643;Rheinland-Pfalz
Altenau;4931;35342;Brandenburg
Altenau;38707;5328;Niedersachsen
Altenbach;4828;3425;Sachsen
Altenbamberg;55585;6708;Rheinland-Pfalz
Altenbeken;33184;5255;Nordrhein-Westfalen
Altenberg;1773;35056;Sachsen
Altenberga;7768;36424;Thüringen
Altenberge;48341;2505;Nordrhein-Westfalen
Altenbeuthen;7338;36737;Thüringen
Altenbrak;38889;39456;Sachsen-Anhalt
Altenbuch;97901;9392;Bayern
Altenburg;4600;3447;Thüringen
Altendambach;98553;3681;Thüringen
Altendiez;65624;6432;Rheinland-Pfalz
Altendorf;1855;35022;Sachsen
Altendorf;92540;9675;Bayern
Altendorf;96146;9545;Bayern
Altenfeld;98701;36781;Thüringen
Altengesees;7356;36643;Thüringen
Altenglan;66885;6381;Rheinland-Pfalz
Altengottern;99991;36022;Thüringen
Altenhagen;17091;39600;Mecklenburg-Vorpommern
Altenhagen;18236;38292;Mecklenburg-Vorpommern
Altenhausen;39343;39052;Sachsen-Anhalt
Altenhof;16244;33363;Brandenburg
Altenhof;17209;39924;Mecklenburg-Vorpommern
Altenhof;24340;4351;Schlewig-Holstein
Altenhof;54636;6527;Rheinland-Pfalz
Altenhof;54655;6594;Rheinland-Pfalz
Altenhof;67677;6303;Rheinland-Pfalz
Altenholz;24161;431;Schlewig-Holstein
Altenholz;24161;431;Schlewig-Holstein
Altenkirchen;18556;38391;Mecklenburg-Vorpommern
Altenkirchen;57610;2681;Rheinland-Pfalz
Altenkirchen;66903;6386;Rheinland-Pfalz
Altenkrempe;23730;4561;Schlewig-Holstein
Altenkunstadt;96264;9572;Bayern
Altenmarkt;83352;8621;Bayern
Altenmedingen;29575;5807;Niedersachsen
Altenmoor;25335;4121;Schlewig-Holstein
Altenmünster;86450;8295;Bayern
Altenpleen;18445;38323;Mecklenburg-Vorpommern
Altenriet;72657;7127;Baden-Württemberg
Altenroda;6642;34465;Sachsen-Anhalt
Altensalzwedel;29416;39035;Sachsen-Anhalt
Altenstadt;63674;6047;Hessen
Altenstadt;86972;8861;Bayern
Altenstadt;89281;8337;Bayern
Altenstadt;92665;9602;Bayern
Altensteig;72213;7453;Baden-Württemberg
Altenthann;93177;9408;Bayern
Altentreptow;17087;3961;Mecklenburg-Vorpommern
Altenweddingen;39171;39205;Sachsen-Anhalt
Altenzaun;39596;39394;Sachsen-Anhalt
Alterkülz;56288;6762;Rheinland-Pfalz
Alterode;6543;34742;Sachsen-Anhalt
Altersbach;98587;36847;Thüringen
Altertheim;97237;9307;Bayern
Altes Forsthaus;56130;;Rheinland-Pfalz
Altes Lager;14913;3372;Brandenburg
Altfraunhofen;84169;8705;Bayern
Altfriedland;15320;33476;Brandenburg
Altfriesack;16818;33925;Brandenburg
Alt-Galow;16278;33338;Brandenburg
Altgersdorf;16259;33451;Brandenburg
Altglietzen;16259;33369;Brandenburg
Althegnenberg;82278;8202;Bayern
Altheim;88499;7371;Baden-Württemberg
Altheim;89174;7340;Baden-Württemberg
Altheim;89605;7391;Baden-Württemberg
Altheimersberg;91788;9143;Bayern
Althengstett;75382;7051;Baden-Württemberg
Althornbach;66484;6338;Rheinland-Pfalz
Althütte;71566;7183;Baden-Württemberg
Althüttendorf;16247;33361;Brandenburg
Altjeßnitz;6800;3494;Sachsen-Anhalt
Altkalen;17179;39973;Mecklenburg-Vorpommern
Altkirchen;4626;34491;Thüringen
Altkünkendorf;16278;33337;Brandenburg
Altlandsberg;15345;33438;Brandenburg
Altlay;56858;6543;Rheinland-Pfalz
Altleiningen;67317;6356;Rheinland-Pfalz
Altlewin;16259;33452;Brandenburg
Altlüdersdorf;16775;3306;Brandenburg
Altlußheim;68804;6205;Baden-Württemberg
Altmachern;54492;;Rheinland-Pfalz
Altmädewitz;16259;33456;Brandenburg
Altmannstein;93336;9446;Bayern
Altmersleben;39624;39080;Sachsen-Anhalt
Altmittweida;9648;3727;Sachsen
Altomünster;85250;8254;Bayern
Altona;19294;38755;Mecklenburg-Vorpommern
Altottenhain;4643;;Sachsen
Altötting;84503;8671;Bayern
Altreetz;16259;33457;Brandenburg
Altrich;54518;6571;Rheinland-Pfalz
Altrip;67122;6236;Rheinland-Pfalz
Alt-Schadow;15910;35473;Brandenburg
Altscheid;54636;6527;Rheinland-Pfalz
Altshausen;88361;7584;Baden-Württemberg
Altstrimmig;56858;6545;Rheinland-Pfalz
Alt-Sührkow;17166;3996;Mecklenburg-Vorpommern
Altthymen;16798;33093;Brandenburg
Alttrebbin;16259;33474;Brandenburg
Altusried;87452;8373;Bayern
Altwarp;17375;39773;Mecklenburg-Vorpommern
Altweidelbach;55469;6761;Rheinland-Pfalz
Altwigshagen;17379;39777;Mecklenburg-Vorpommern
Altwittenbek;24214;431;Schlewig-Holstein
Altwustrow;16259;33457;Brandenburg
Alveslohe;25486;4193;Schlewig-Holstein
Alzenau;63755;6023;Bayern
Alzey;55232;6731;Rheinland-Pfalz
Am Jägerberg;21227;;Niedersachsen
Am Quicken;82493;;Bayern
Am Rainberge;34497;;Hessen
Am Römerhof;61200;;Hessen
Am Römerschacht;61200;;Hessen
Am Rönndeich;21706;;Niedersachsen
Am Rüdesheimer Hafen;65385;;Hessen
Am Sandkopf;34127;;Hessen
Am Sandweiher;66849;6371;Rheinland-Pfalz
Am Springberg;76889;;Rheinland-Pfalz
Am Tekenberge;38350;5355;Niedersachsen
Amalienfelde;16766;33055;Brandenburg
Amberg;86854;8241;Bayern
Amberg;92224;9621;Bayern
Amelinghausen;21385;4132;Niedersachsen
Amerang;83123;8075;Bayern
Amerdingen;86735;9008;Bayern
Amesdorf;39439;39262;Sachsen-Anhalt
Ammeldingen;54673;6564;Rheinland-Pfalz
Ammeldingen;54675;6566;Rheinland-Pfalz
Ammelstädt;7407;3672;Thüringen
Ammerbuch;72119;7073;Baden-Württemberg
Ammern;99974;3601;Thüringen
Ammerndorf;90614;9127;Bayern
Ammersbek;22949;4532;Schlewig-Holstein
Ammerthal;92260;9628;Bayern
Amöneburg;35287;6429;Hessen
Amorbach;63916;9373;Bayern
Ampfing;84539;8636;Bayern
Ampfurth;39387;39407;Sachsen-Anhalt
Amsdorf;6317;34601;Sachsen-Anhalt
Amselgraben;83329;;Bayern
Amstetten;73340;7331;Baden-Württemberg
Amtsberg;9439;37209;Sachsen
Amtzell;88279;7520;Baden-Württemberg
An der Chaussee;25840;;Schlewig-Holstein
An der Rhumequelle;37434;;Niedersachsen
Andechs;82346;8152;Bayern
Andenhausen;36452;36964;Thüringen
Anderbeck;38836;39422;Sachsen-Anhalt
Anderlingen;27446;4284;Niedersachsen
Andernach;56626;2632;Rheinland-Pfalz
Andervenne;49832;5902;Niedersachsen
Andisleben;99189;36201;Thüringen
Andrichstadt;83364;8662;Bayern
Angelbachtal;74918;7265;Baden-Württemberg
Angelburg;35719;6464;Hessen
Angelhof I u. II;67346;;Rheinland-Pfalz
Angelroda;99338;36207;Thüringen
Anger;83454;8656;Bayern
Anger;83565;8656;Bayern
Angermünde;16278;3331;Brandenburg
Angern;39326;39363;Sachsen-Anhalt
Angersdorf;6179;345;Sachsen-Anhalt
Angl;83739;8064;Bayern
Anhausen;56584;2639;Rheinland-Pfalz
Ankermühle;37308;;Thüringen
Ankershagen;17219;39921;Mecklenburg-Vorpommern
Anklam;17389;3971;Mecklenburg-Vorpommern
Ankum;49577;5462;Niedersachsen
Anna Luisenhof;18239;38207;Mecklenburg-Vorpommern
Annaberg;67098;;Rheinland-Pfalz
Annaberg-Buchholz;9456;3733;Sachsen
Annaburg;6925;35385;Sachsen-Anhalt
Annahütte;1994;35754;Brandenburg
Annarode;6308;34772;Sachsen-Anhalt
Anning;83368;8621;Bayern
Annweiler;76855;6346;Rheinland-Pfalz
Anröchte;59609;2947;Nordrhein-Westfalen
Ansbach;91522;981;Bayern
Anschau;56729;2656;Rheinland-Pfalz
Antdorf;82387;8856;Bayern
Antrifttal;36326;6692;Hessen
Antweiler;53533;2693;Rheinland-Pfalz
Anzing;85646;8121;Bayern
Apelern;31552;5043;Niedersachsen
Apen;26689;4489;Niedersachsen
Apenburg;38486;39001;Sachsen-Anhalt
Apensen;21641;4167;Niedersachsen
Apfeldorf;86974;8869;Bayern
Apfelstädt;99192;36202;Thüringen
Apfeltrach;87742;8261;Bayern
Apolda;99510;3644;Thüringen
Appel;21279;4168;Niedersachsen
Appelbeck;21279;4165;Niedersachsen
Appeln;27616;4747;Niedersachsen
Appen;25482;4101;Schlewig-Holstein
Appenheim;55437;6725;Rheinland-Pfalz
Appenrode;99768;36331;Thüringen
Appensee;74597;7967;Baden-Württemberg
Appenweier;77767;7805;Baden-Württemberg
Apperting;83376;8667;Bayern
Arbach;56769;2657;Rheinland-Pfalz
Arberg;91722;9822;Bayern
Aremberg;53533;2693;Rheinland-Pfalz
Arendsee;17291;39855;Brandenburg
Arendsee;39619;39384;Sachsen-Anhalt
Arenrath;54518;6575;Rheinland-Pfalz
Arensdorf;6369;34975;Sachsen-Anhalt
Arensdorf;15518;33635;Brandenburg
Arenshausen;37318;36081;Thüringen
Arensnest;14827;33849;Brandenburg
Arenzhain;3253;35322;Brandenburg
Aresing;86561;8252;Bayern
Arft;56729;2655;Rheinland-Pfalz
Argenbühl;88260;7566;Baden-Württemberg
Argenschwang;55595;6706;Rheinland-Pfalz
Argenthal;55496;6761;Rheinland-Pfalz
Arholzen;37627;5532;Niedersachsen
Arkebek;25767;4835;Schlewig-Holstein
Arleting;83374;8669;Bayern
Arlewatt;25860;4846;Schlewig-Holstein
Armsheim;55288;6734;Rheinland-Pfalz
Armstedt;24616;4324;Schlewig-Holstein
Armstorf;21769;4773;Niedersachsen
Arnbruck;93471;9945;Bayern
Arneburg;39596;39321;Sachsen-Anhalt
Arnis;24399;4642;Schlewig-Holstein
Arnsau;53547;2638;Rheinland-Pfalz
Arnsbach;7330;36731;Thüringen
Arnsberg;59755;2931;Nordrhein-Westfalen
Arnsberg;59757;2931;Nordrhein-Westfalen
Arnsberg;59759;2931;Nordrhein-Westfalen
Arnsberg;59821;2931;Nordrhein-Westfalen
Arnsberg;59823;2931;Nordrhein-Westfalen
Arnschwang;93473;9977;Bayern
Arnsdorf;1477;35200;Sachsen
Arnsdorf;6917;3537;Sachsen-Anhalt
Arnsgereuth;7318;36736;Thüringen
Arnsgrün;7952;37431;Thüringen
Arnshöfen;56244;2666;Rheinland-Pfalz
Arnsnesta;4916;3535;Brandenburg
Arnstadt;99310;3628;Thüringen
Arnstedt;6333;34785;Sachsen-Anhalt
Arnstein;56379;;Rheinland-Pfalz
Arnstein;97450;9363;Bayern
Arnstorf;94424;8723;Bayern
Arpsdorf;24634;4324;Schlewig-Holstein
Arpshagen;23948;38825;Mecklenburg-Vorpommern
Arrach;93474;9943;Bayern
Arras;9326;37382;Sachsen
Artamhof;66849;6371;Rheinland-Pfalz
Artern;6556;3466;Thüringen
Artlenburg;21380;4153;Niedersachsen
Arzbach;56337;2603;Rheinland-Pfalz
Arzberg;4886;34222;Sachsen
Arzberg;95659;9233;Bayern
Arzfeld;54687;6550;Rheinland-Pfalz
Asbach;53567;2683;Rheinland-Pfalz
Asbach;55758;6786;Rheinland-Pfalz
Asbach;89522;7321;Baden-Württemberg
Asbach;98574;3683;Thüringen
Asbach-Bäumenheim;86663;906;Bayern
Asbacherhütte;55758;6786;Rheinland-Pfalz
Asbach-Sickenberg;37318;;Thüringen
Ascha;94347;9961;Bayern
Aschaffenburg;63739;6021;Bayern
Aschaffenburg;63741;6021;Bayern
Aschaffenburg;63743;6021;Bayern
Aschara;99958;3603;Thüringen
Aschau;7426;36738;Thüringen
Aschau;83229;8052;Bayern
Aschau;84544;8638;Bayern
Aschbach;67753;6304;Rheinland-Pfalz
Aschbach;83739;8064;Bayern
Ascheberg;24326;4526;Schlewig-Holstein
Ascheberg;59387;2593;Nordrhein-Westfalen
Ascheffel;24358;4353;Schlewig-Holstein
Aschendorf;26871;4962;Niedersachsen
Aschenhausen;98634;36966;Thüringen
Aschenhütte;37412;;Niedersachsen
Aschersleben;6449;3473;Sachsen-Anhalt
Aschheim;85609;89;Bayern
Aseleben;6317;34774;Sachsen-Anhalt
Asendorf;21271;4183;Niedersachsen
Asendorf;27330;4253;Niedersachsen
Aspach;71546;7191;Baden-Württemberg
Aspach;99880;3622;Thüringen
Aspelhorn;21388;4132;Niedersachsen
Aspenstedt;38822;39427;Sachsen-Anhalt
Asperg;71679;7141;Baden-Württemberg
Aspisheim;55459;6727;Rheinland-Pfalz
Assamstadt;97959;6294;Baden-Württemberg
Asselfingen;89176;7345;Baden-Württemberg
Aßlar;35614;6441;Hessen
Aßling;85617;8092;Bayern
Ast;83565;;Bayern
Ast;93449;9972;Bayern
Astert;57627;2688;Rheinland-Pfalz
Ateritz;6901;34921;Sachsen-Anhalt
Athenstedt;38822;39427;Sachsen-Anhalt
Attendorn;57439;2722;Nordrhein-Westfalen
Attenhausen;56370;2604;Rheinland-Pfalz
Attenhofen;84091;8753;Bayern
Attenkirchen;85395;8168;Bayern
Attenweiler;88448;7357;Baden-Württemberg
Atterwasch;3172;35692;Brandenburg
Atting;94348;9429;Bayern
Atzelgift;57629;2662;Rheinland-Pfalz
Atzendorf;39443;39266;Sachsen-Anhalt
Atzlbach;83364;8666;Bayern
Au;76474;7245;Baden-Württemberg
Au;79280;761;Baden-Württemberg
Au;83364;861;Bayern
Au;83546;8073;Bayern
Au;84072;8752;Bayern
Aub;97239;9335;Bayern
Aubstadt;97633;9761;Bayern
Audenhain;4838;34244;Sachsen
Auderath;56766;2676;Rheinland-Pfalz
Aue;8280;3771;Sachsen
Aue a Berg;7318;3671;Thüringen
Auel;56357;6771;Rheinland-Pfalz
Auen;55569;6754;Rheinland-Pfalz
Auenwald;71549;7191;Baden-Württemberg
Auerbach;8209;3744;Sachsen
Auerbach;9392;3721;Sachsen
Auerbach;91275;9643;Bayern
Auerbach;94530;9901;Bayern
Auerberg;95703;;Bayern
Auerstedt;99518;36461;Thüringen
Auetal;31749;5753;Niedersachsen
Aufhausen;93089;9454;Bayern
Aufkirchen;82282;8145;Bayern
Aufseß;91347;9198;Bayern
Auggen;79424;7631;Baden-Württemberg
Augsburg;86150;821;Bayern
Augsburg;86152;821;Bayern
Augsburg;86153;821;Bayern
Augsburg;86154;821;Bayern
Augsburg;86156;821;Bayern
Augsburg;86157;821;Bayern
Augsburg;86159;821;Bayern
Augsburg;86161;821;Bayern
Augsburg;86163;821;Bayern
Augsburg;86165;821;Bayern
Augsburg;86167;821;Bayern
Augsburg;86169;821;Bayern
Augsburg;86179;821;Bayern
Augsburg;86199;821;Bayern
Augsdorf;6308;3476;Sachsen-Anhalt
Augustdorf;32832;5237;Nordrhein-Westfalen
Augustusburg;9573;37291;Sachsen
Auhagen;31553;5725;Niedersachsen
Auhausen;86736;9832;Bayern
Auhof;74564;7951;Baden-Württemberg
Aukrug;24613;4873;Schlewig-Holstein
Auleben;99765;36333;Thüringen
Aulendorf;88326;7525;Baden-Württemberg
Aull;65582;6432;Rheinland-Pfalz
Aulosen;39615;39395;Sachsen-Anhalt
Auma;7955;36626;Thüringen
Aumühle;21521;4104;Schlewig-Holstein
Aura;97717;9704;Bayern
Aura;97773;9356;Bayern
Aurach;91589;9804;Bayern
Aurachtal;91086;9132;Bayern
Aurich;26603;4941;Niedersachsen
Aurich;26605;4941;Niedersachsen
Aurich;26607;4941;Niedersachsen
Ausacker;24975;4634;Schlewig-Holstein
Ausleben;39393;39404;Sachsen-Anhalt
Außernzell;94532;9903;Bayern
Authausen;4849;34243;Sachsen
Auufer;25548;4822;Schlewig-Holstein
Auw;54597;6552;Rheinland-Pfalz
